topic,label,tweet
gucci,positive,I just wanna $200 tip tomorrow &amp; I'll be Gucci *prays*
david price,positive,It's a good feeling when you're getting killed but realize you'll finish today in first place and have David Price pitching tomorrow
chris evans,negative,"Watching TFI Friday, WTF has Chris Evans done, has he had surgery? Just doesn't look right, grow old gracefully fella!!"
demi lovato,positive,"Hey guys! I'm leaving tonight to Montreal to see Demi Lovato on Sunday! If I have wifi, I'll tweet everything of course :) xx seeya!"
russell wilson,positive,"I may not like the Seahawks as a team, but Russell Wilson is the real deal when it comes to role models."
foo fighters,negative,"Foo Fighters - Low (Requested by a Fan with a Sign) Aug 25 2015 omfg.. next show ill have a sign saying ""LET IT DIE""  http://t.co/KCikdKd6i7"
frank gifford,positive,HALL OF FAMER Frank Gifford a NFL Legend on the field and in the booth calling the games on Monday Night Football... http://t.co/ZszbMPwa98
magic mike xxl,positive,"So, I may have disturbed some of the other filmgoers at MAGIC MIKE XXL when I squealed just a bit at @TheVickyVox's scene."
jurassic park,positive,Come build some Dino builds tomorrow evening at Cinema Under the Stars! Jurassic Park @ReginaDowntown http://t.co/C8VVCl9Tbh
ps4,positive,The 2nd day of the 3 day weekend and I'm up playing #UntilDawn on PS4. Even @icecube know today will be a good day! #LaborDayWeekend
windows 10,positive,Listeners of @SGgrc SN with concerns about Windows 10 privacy may find O&amp;O ShutUp useful - http://t.co/HkBO7Mi0FV and it's FREE!
kris bryant,positive,Kris Bryant get another home run for his second of the day and 19th of the season #beastmode
rolling stone,positive,"His voice will take you to an other planet  , rolling stone still gives me the chills  . See you in December @theweeknd ."
kerry,negative,Americans taken hostage by Iran Houthis back in march ..Kerry kept it quiet while Iran deal was being negotiated  so Americans would approve
zayn,positive,"However, I may or may not have shed a tear since it was the first video without Zayn #DragMeDownMusicVideo @onedirection"
modi,negative,@HedeParag So the Same Technical Point was not seen When Modi was Opening his Big Mouth in Rallies ? Ahhhh may be he seen names of his owner
act,negative,"Talking about ACT's &amp;&amp; SAT's, deciding where I want to go to college, applying to colleges and everything about college stresses me out."
ira,negative,DUP want Bloody Sunday soldiers arrested no wonder the IRA controlled Sinn Fein clapped DUP leader Peter Robinson. https://t.co/SNKonF1syX
shawn,positive,seeing shawn tomorrow is the only thing that's getting me through the day.
david price,positive,"@JimboSlice_32 I'd like to sign David Price in the offseason, maybe add a 4th or 5th starter, and a lefty OF bat."
kanye west,negative,"My mom sat down and told me that no matter what, if Kanye west becomes president we are leaving the country"
iron maiden,positive,When the Wild Wind Blows by Iron Maiden will forever be one of my fave songs. Keen for the new album on Friday!
gucci,positive,Gucci raft shadow coolness august enlarge the couplet yours singleton on good terms hookup into graduate inhab...
prince george,positive,...which ends up with more photographs of Prince George on the front covers of newspapers! That worked well... https://t.co/SYqnCglzlA
naruto,positive,Omg Just read naruto special comic where naruto declared as the 7th hokage. #narutohokage
shawn,positive,Shawn for the win she doesn't no older boys. https://t.co/2GlQjXnZxT
kobe bryant,positive,"Kobe Bryant scored 9 points in 1st 7 minutes before taking a rest. By the time he returned with 7:37 left in half, Jazz had built 40-24 lead"
iron maiden,negative,@SamEades only because Iron Maiden sat across from us kept looking at me like he wanted to kill me with his awful bare hands.
paul mccartney,positive,But I'm even more stoked about seeing Gary Clark Jr and Paul McCartney tomorrow
gucci,negative,Gucci baggy skin below the eyes khu belief february break the seal the the two your unanalyzable now attainmen...
white sox,negative,@bradfanningshow @KCTV5 Ya I know. I was frustrated &amp; had my 1st ever Twitter over reaction. It was more me just hate losing to White Sox.
tom brady,negative,Does the overturned suspension change your opinion of Tom Brady? http://t.co/XBKIhCykIS once a cheater always a cheater - proven many times
frank gifford,positive,"@mkgoblue @KySandy / Monday night football was must see TV back with Frank Gifford, Dandy Don &amp; Howard Cosell. They had the magic mixture."
naruto,positive,Catch me watching the new Naruto in class tomorrow
israel,negative,"@KhaledAbuToameh @BenWeinthal If Israel withdrew from West Bank tomorrow it would be taken over by Hamas, ISIS or Iran in a week."
george harrison,positive,ever since i met you in 8th grade i was like 'yo this kid looks like George Harrison' and we've been cool since. -@ktgirley (3 times)
david wright,positive,'David Wright' appeared on Monday 24 at the 17th place in the Top20 of Las Vegas's Trends: http://t.co/NogKVEST3T #trndnl
ole miss,positive,"And overall, #UGA units combined rank 3rd nationally in team efficiency points, just behind Ole Miss and Auburn. http://t.co/iaFOdof3ad"
madonna,positive,"Sunday, we're striking a pose with #Madonnarama! Join @DJRileyYork for an all Madonna dance party til 4 am! http://t.co/MmMNEQH0XR"
carly fiorina,positive,"@wolfblitzer @CarlyFiorina  As Carly Fiorina is gaining in recent polls, she should have a spot in 2nd GOP debate.  http://t.co/VWSYX0PY7T"
chris evans,negative,i may have forgotten all the parts in Ultron that didn't involve Chris Evans' ass. is there still a JARVIS in Tony's smart home/suit
josh hamilton,positive,"Best HR derby,Josh Hamilton 28 monster blasts DEEP into the Bronx night,a record 1st round.Then like his career, faded,just three in finals."
iran,negative,@CharlieDaniels That may be a function of total aircraft weight at take off at the higher altitude in Tehran. Boo Iran. Boo ISIS. Boo Evil
john kasich,positive,Gov. Chris Christie &amp; fmr Gov John Kasich get the final two spots in the Fox News debate Thursday. Gov. Rick Perry among those left out #GOP
chelsea,positive,Celebrating the last 45 years &amp; looking forward to the next 45! Thanks for your support. It helps people like Chelsea http://t.co/wOvTGFJNAb
bad blood,negative,"Nieces were play Taylor Swift...I submit that ""Bad Blood"" may be the worst lyrical train wreck in music history. Just abysmal shit. #Duh-un?"
the big bang theory,positive,7th Season of The Big Bang Theory is by far the best
bad blood,positive,"Anaconda's a music video gem, but T-Swift's Bad Blood is in a classic comedy vault--it's the best of its kind since Rebecca Black's ""Friday"""
grateful dead,positive,"A pair of tickets from the final Grateful Dead show Sunday, July 5th in Chicago. 7"" x 12"" offset litho with hot... http://t.co/nx0GKIztzf"
dustin johnson,positive,No surprise: Dustin Johnson had a strong 1st rd Thursday at PGA Championship. Can he sustain it through weekend? http://t.co/goOqMTpsuy
ant-man,positive,@lisak12009 my whole family is going to see Ant-Man on Friday before they leave though
gucci,positive,@TRAPsafariATL ive been listening to gucci since i was in 6th grade(dont know the year) lmao &amp; ive been out of high school for 2 years !
chris brown,positive,"Quite the home debut for #NotreDame QB Malik Zaire, he just threw his 3rd TD of the day to Chris Brown. ND up 38-3 on #Texas #fox28 #NDvsTEX"
curtis,positive,"Whoever The U hires as HC, Curtis at least deserves a coordinator look. Recruited SoFla well when he was there. https://t.co/iWMP0f6lF2"
jay-z,positive,"@JKailli Although you may know this better than I do since you're from California lol I'm not knocking Jay-Z view in black culture, I say"
saudi arabia,negative,@DioscorusBoles @Independent reported in Oct: IMF has broken the good news that #IslamicState Saudi Arabia is going bankrupt within 5 years
nike,positive,Nike's Phil Knight may give another training facility to the University of Oregon: https://t.co/liynpjrf0N
donald trump,negative,I'm going to protest that lame Donald Trump on the 15th...so stoked.
rahul gandhi,negative,Assam Congress leader Nilomoni sen deka reffered Smritini Irani as PM's 2nd wife..And Still Rahul Gandhi talks about women Empowerment.
amy schumer,positive,The only reason I keep going is that I get to see Amy schumer in June
ac/dc,positive,"Can't beat it. Friday night, no kids, a few beers, listening to Taylor Swift....no, wait! I meant AC/DC. Motorhead!"
planned parenthood,negative,Satan worshipers align with Planned Parenthood to defend the practice of chopping up babies for profit http://t.co/vrhE95ZLJ9
tiger woods,positive,"Tiger Woods may have not had the season he had hoped for, but we learned that Tigermania is still very much alive - http://t.co/oIj6amWroL"
tony blair,negative,"Thanks George Bush &amp; Tony Blair, you are both the reason for all this starting in the 1st place!"
christmas,positive,"Would love to go to the christmassy show of christmas at 11am on 14th December, sounds so cute #IMPTreasure"
zac brown band,positive,May or may not have danced with @JackEichel11 at zac brown band tonight #lifegoalcomplete
@microsoft,positive,@taehongmin1 We have an IOT workshop by @Microsoft at 11PM on the Friday - definitely worth going for inspiration! #HackThePlanet
gay,negative,@greta @ShannonBream @FoxNews Gay mariage was NOT LEGAL when she ran 4 job step down or limit duties hav 2nd election 2bad S court FAILD USA
yougov,positive,Tonight's YouGov poll is the first since last Wednesday to show a Labour lead.
floyd mayweather,positive,VIDEO: Floyd Mayweather surprised members of the press in attendance at his media workout Wednesday http://t.co/oeNXbD9PGb  #MayweatherBerto
eric church,negative,@TheLoneBellow I want to see you guys at the #allentownfair on Sept 4 but not Eric Church.... #firstworldproblems
hannibal,positive,@neoprod @GillianA @NBCHannibal well you can't do this all by yourself ... Hannibal is inviting to Dinner and Will may finally accepting him
real madrid,positive,If u have a Real Madrid jersey wear it tomorrow
katy perry,positive,"and it's saturday, so no school Katy Perry made teenage dream so cool #ShesKindaHotVMA"
national hot dog day,positive,"@ED92live National Hot Dog Day is tomorrow, according to that calendar you found. http://t.co/xt0HQVJNTs"
nirvana,positive,"@garysnowpatrol if you have time tomorrow, the @EMPmuseum has some great exhibits. Nirvana, Hendrix, Star Wars costumes..."
shawn,positive,the only time I haven't put on foundation is when I met Shawn for the 3rd time it was great
minecraft,positive,5th grade Ss in @DavidDllanes class study decimals with Minecraft. http://t.co/GIJx52k3Qd
foo fighters,positive,"Foo Fighters, Iggy Pop and Royal Blood on Sunday. Now that's what you call a good gig (hopefully (in fact almost definitely) )"
national ice cream day,positive,Currently celebrating the 20th anniversary of Clueless and National Ice Cream Day. Be still my heart!
john cena,positive,I cant take it any more im so excited for SUNDAY NIGHT JOHN CENA IN THE SMASH DOWN OF HIS LIFE!!
kane,negative,"1st they're trying Kane &amp; now Derrick Rose. Yeah, OK. I call bullshit. Lie detector tests should be mandatory when it comes to rape charges."
google+,positive,"Hanging out for the Summer Interested in more Google+ Office Hour Hangouts? We know you June 13, 2012  http://t.co/4zuCcd0DGq Cool Tech!!!"
israel,negative,Today is the 7th anniversary of Israel's major aggression against #Gaza. They killed 1500 Palestinian citizens in 22 days.
ant-man,positive,"Ant-Man feels like a rough 1st draft of the Marvel universe (namely Iron Man) which it probably was, considering it's where it all started."
caitlyn jenner,positive,Caitlyn Jenner dons shift dress with a leather jacket for Kylie's 18th birthday http://t.co/3bMPUo0f8g
shawn,positive,"@ShawnTheRealtor You're welcome Shawn, and thank you! Happy Wednesday! Have a great one! Wishing you great success!"
jason aldean,positive,A little country on a Saturday Night with Jason Aldean and Kenny Chesney http://t.co/TTNhbqbje8
bob marley,positive,"My co-worker named our printer Bob Marley because ""he always be jamming."" I genuinely laughed out loud. Friday's are the best. Love my job."
big brother,negative,"Celebrity Big Brother starts tomorrow. I won't be watching, what a load of shit, the majority of them won't even be celebs. #shit #TV"
ice cube,positive,5th grade me and luh Jeff memorized all the NWA songs. Lol then I learned all Easy E and Ice Cube solo career songs I really been wit it
