topic,label,tweet
ps4,positive,"['say', 'best', 'look', 'game', 'play', 'behind', 'arkham', 'knight', 'think', 'still', 'real', 'current', 'gen', 'game']"
foo fighters,positive,"['consider', 'awful', 'commute', 'additional', 'foo', 'fighter', 'traffic']"
batman,positive,"['would', 'forget', 'batman', 'batgirl', 'together', 'setting', 'sun', 'gu', 'day', 'psykubli']"
digi,positive,"['go', 'forever', 'man', 'order', 'taxi', 'every', 'monday', 'graveyard', 'digi', 'bury']"
briana,negative,"['guy', 'chill', 'dont', 'know', 'shit', 'briana', 'may', 'like', 'fact', 'call', 'name', 'rude']"
venice beach,positive,"['know', 'look', 'like', 'may', 'shoppe', 'venice', 'beach', 'ca']"
ice cube,positive,"['never', 'know', 'ice', 'cube', 'write', 'friday', 'always', 'think', 'act']"
kanye west,negative,"['want', 'good', 'laugh', 'another', 'confirmation', 'kanye', 'west', 'may', 'big', 'idiot', 'ever']"
rahul gandhi,negative,"['national', 'herald', 'case', 'rahul', 'gandhi', 'ready', 'go', 'jail', 'may', 'god', 'grant', 'pappu', 'wish', 'early']"
john cena,positive,"['john', 'cena', 'beat', 'jon', 'stewart', 'monday', 'night', 'raw', 'funny']"
ps4,positive,"['even', 'though', 'tomorrow', 'xbox', 'birthday', 'minecraft', 'still', 'fair', 'u', 'old', 'gen', 'orginal']"
frank gifford,positive,"['frank', 'gifford', 'class', 'act', 'nygiant', 'star', 'great', 'announcer', 'perfect', 'balance', 'cosell', 'meredith', 'monday', 'night', 'football', 'rip']"
lax,positive,"['southwest', 'get', 'ready', 'fire', 'cfm', 'excited', 'go', 'lax', 'saturday']"
amazon,positive,"['new', 'wish', 'list', 'amazon', 'hop', 'get', 'tomorrow', 'day']"
foo fighters,positive,"['heard', 'mcr', 'green', 'day', 'foo', 'fighter', 'come', 'dish', 'room', 'today', 'finger', 'cross', 'get', 'playlist', 'tomorrow', 'heee']"
katy perry,positive,"['katy', 'perry', 'flash', 'huge', 'lovely', 'cleavage', 'go', 'dress', 'steal', 'attention', 'katy', 'perry', 'may', 'n']"
batman,positive,"['may', 'clue', 'life', 'batman', 'underwear']"
paul dunne,positive,"['amateur', 'perform', 'well', 'everywhere', 'paul', 'dunne', 'lead', 'open', 'robbie', 'shelton', 'barbasol', 'good', 'stuff']"
ice cube,positive,"['ice', 'cube', 'give', 'iggy', 'azalea', 'nod', 'approval', 'make', 'dope', 'song', 'music', 'guardian']"
ps4,positive,"['home', 'work', 'around', 'est', 'late', 'want', 'start', 'party', 'tomorrow']"
gay,positive,"['night', 'weekly', 'lesbian', 'discussion', 'group', 'word', 'pm', 'every', 'wednesday']"
lady gaga,positive,"['may', 'say', 'lose', 'everything', 'still', 'bedazzler', 'lady', 'gaga', 'quote', 'relate', 'bc', 'nothing', 'bedazzler']"
thor,positive,"['last', 'saturday', 'night', 'thor', 'movie', 'tonite', 'iron', 'basket', 'pakaian', 'hadooohhh', 'maid', 'maid', 'maid']"
hannibal,positive,"['get', 'wait', 'wednesday', 'night', 'uk', 'hannibal', 'finale', 'yet', 'pretty', 'much', 'see', 'gif', 'form']"
jay-z,positive,"['lead', 'pack', 'carter', 'lil', 'wayne', 'beyonce', 'ride', 'thursday', 'pm', 'grab', 'bike']"
black dahlia murder,positive,"['flame', 'come', 'back', 'december', 'lamb', 'god', 'couple', 'day', 'later', 'dethklok', 'come', 'black', 'dahlia', 'murder']"
john kasich,positive,"['john', 'kasich', 'seem', 'well', 'balance', 'sensible', 'compare', 'rest', 'thursday', 'debate', 'say']"
tgif,positive,"['tgif', 'stop', 'clubhouse', 'pm', 'free', 'food', 'friday', 'menu', 'taco']"
naruto,positive,"['go', 'naruto', 'chill', 'tomorrow']"
george osborne,positive,"['teresa', 'may', 'boris', 'johnson', 'george', 'osborne', 'wld', 'make', 'great', 'pm', 'sooner', 'good', 'wld', 'nice', 'teresa', 'helm']"
naruto,positive,"['im', 'siltitng', 'room', 'sun', 'rise', 'outside', 'windwo', 'im', 'laughign', 'fuck', 'naruto', 'joke']"
teen wolf,positive,"['teen', 'wolf', 'season', 'premier', 'tomorrow', 'oh', 'yeah']"
kane,positive,"['adore', 'kane', 'top', 'scorer', 'top', 'assister']"
dark souls,negative,"['half', 'dark', 'soul', 'shit', 'bed', 'dark', 'soul', 'care']"
israel,negative,"['probably', 'gonna', 'go', 'strike', 'tomorrow', 'screaming', 'inside', 'want', 'go', 'home']"
chris brown,positive,"['jealous', 'everyone', 'go', 'chris', 'brown', 'thursday']"
janet jackson,positive,"['try', 'get', 'sept', 'fam', 'janet', 'jackson', 'come', 'town']"
elton,positive,"['love', 'full', 'elton', 'concert', 'saw', 'fourth', 'july', 'concert', 'philadelphia', 'six', 'song']"
justin,positive,"['justin', 'make', 'comeback', 'release', 'single', 'already', 'snatch', 'weave', 'king', 'music', 'industry']"
prince george,positive,"['yr', 'since', 'harry', 'potter', 'deathly', 'hallows', 'come', 'prince', 'birthday', 'today']"
sharknado,negative,"['sharknado', 'may', 'overdone', 'little', 'bit', 'say', 'something', 'sharknado', 'movie']"
messi,positive,"['goal', 'messi', 'header', 'make', 'game']"
seinfeld,positive,"['shirk', 'gap', 'eddie', 'year', 'year', 'one', 'catch', 'seinfeld', 'may', 'catch', 'eddie']"
islam,negative,"['snopes', 'may', 'right', 'know', 'islam', 'alive', 'dearborn', 'mi', 'deny', 'sayin', 'sign', 'real', 'threat']"
justin,positive,"['really', 'wish', 'work', 'school', 'tomorrow', 'bc', 'city', 'see', 'justin', 'right', 'fuck', 'life']"
zayn,positive,"['zayn', 'ha', 'ha', 'love', 'philly', 'go', 'make', 'appearance', 'tomorrow', 'love', 'pear', 'x']"
madonna,positive,"['great', 'cutie', 'nice', 'see', 'face', 'omg', 'madonna', 'come', 'back', 'stage', 'time', 'internet']"
briana,negative,"['unless', 'briana', 'virgin', 'thing', 'tell', 'dna', 'test', 'try', 'trap', 'celebrity']"
jurassic world,positive,"['chris', 'pratt', 'would', 'go', 'tonight', 'watch', 'jurassic', 'world', 'tomorrow', 'night', 'wwcpd']"
kim kardashian,positive,"['kim', 'kardashian', 'emojis', 'taylor', 'swift', 'may', 'followed', 'person', 'instagram']"
jason aldean,positive,"['denver', 'peep', 'need', 'ticket', 'kenny', 'chesney', 'jason', 'aldean', 'concert', 'tomorrow', 'two', 'level']"
john kasich,positive,"['john', 'kasich', 'major', 'rep']"
nokia,positive,"['one', 'phone', 'betwwn', 'nokia', 'lumia', 'moto', 'g', 'gen']"
obama,positive,"['hey', 'turn', 'obama', 'may', 'right', 'man', 'make', 'climate', 'change', 'destroy', 'planet']"
saudi arabia,negative,"['saudi', 'arabia', 'sentence', 'woman', 'death', 'stone', 'adultery', 'man', 'get', 'lash', 'mar']"
floyd mayweather,positive,"['floyd', 'mayweather', 'win', 'berto', 'ultimately', 'end', 'retire', 'undefeated', 'undefeated', 'fighter', 'history']"
yoga,positive,"['add', 'second', 'night', 'yoga', 'start', 'thursday', 'pm', 'hope', 'see']"
apple watch,positive,"['apple', 'watch', 'work', 'august', 'designer', 'smart', 'lock']"
tom brady,positive,"['thing', 'get', 'week', 'see', 'tom', 'sexy', 'as', 'play', 'thursday']"
amazon prime,negative,"['one', 'time', 'want', 'use', 'amazon', 'prime', 'streaming', 'grrr', 'ruin', 'sunday', 'night']"
twilight,positive,"['favorite', 'book', 'dystopia', 'fantasy', 'harry', 'potter', 'beautiful', 'creature', 'hunger', 'game', 'twilight', 'eragon', 'wave', 'percy', 'jackson']"
venice beach,positive,"['tell', 'anyone', 'wedding', 'witness', 'venice', 'beach', 'saturday', 'woman', 'wear', 'beautiful', 'dress', 'happy']"
bob marley,positive,"['bob', 'marley', 'v', 'james', 'brown', 'mashup', 'make', 'anyone', 'feel', 'good', 'dance', 'party', 'saturday', 'goto']"
milan,positive,"['literally', 'ticket', 'buy', 'milan', 'really', 'lol']"
harry potter,positive,"['september', 'happy', 'birthday', 'hugh', 'mitchell', 'play', 'colin', 'creevey', 'harry', 'potter', 'chamber', 'secret']"
minecraft,positive,"['gonna', 'go', 'minecraft', 'tournament', 'sopro', 'game', 'overland', 'park', 'ks', 'saturday', 'october', 'im', 'gona', 'rek', 'sum', 'nubes']"
paul dunne,positive,"['would', 'love', 'see', 'paul', 'dunne', 'make', 'thing', 'interest', 'tomorrow', 'great', 'story']"
lady gaga,positive,"['want', 'gaga', 'fifth', 'harmony', 'lady', 'gaga']"
fleetwood mac,positive,"['sat', 'try', 'finally', 'fleetwood', 'mac', 'come', 'sign', 'today', 'go', 'good', 'day', 'miss', 'sun']"
minecraft,positive,"['okay', 'sweet', 'give', 'go', 'hop', 'minecraft', 'sunday']"
eid,positive,"['think', 'comical', 'chief', 'clown', 'big', 'word', 'explosion', 'eid', 'prayer']"
digi,positive,"['u', 'go', 'digi', 'tomorrow']"
niall,positive,"['take', 'way', 'many', 'picture', 'niall', 'saturday', 'surprise']"
red sox,negative,"['red', 'sox', 'get', 'bambino', 'curse', 'head', 'ball', 'glove', 'balk', 'wild', 'pitch']"
tom cruise,positive,"['tom', 'cruise', 'ron', 'kovic', 'bear', 'july', 'part', 'fit', 'character', 'matter']"
taylor swift,positive,"['serious', 'anyone', 'sell', 'cheap', 'ticket', 'taylor', 'swift', 'wednesday', 'let', 'know', 'idc', 'nosebleed']"
bee gees,positive,"['madonna', 'saturday', 'night', 'live', 'bee', 'gee', 'last', 'night', 'perfect']"
hannibal,positive,"['portray', 'hannibal', 'beautifully', 'may', 'say']"
christians,negative,"['david', 'l', 'bunning', 'begin', 'jihad', 'christian', 'throw', 'kim', 'davis', 'prison', 'may', 'burn', 'hell', 'forever']"
paul mccartney,positive,"['day', 'paul', 'mccartney', 'may', 'best', 'lolla', 'set', 'ever', 'see']"
cate blanchett,positive,"['lol', 'cate', 'blanchett', 'may', 'well', 'turn', 'next', 'meryl', 'streep']"
kpop,positive,"['birthday', 'money', 'last', 'exactly', 'month', 'may', 'may', 'spend', 'kpop', 'album']"
bbc,negative,"['bias', 'thurs', 'critical', 'probe', 'bbc', 'programme', 'three', 'candidate']"
milan,positive,"['go', 'milan', 'tomorrow', 'happy']"
white sox,negative,"['kid', 'white', 'sox', 'run', 'promotion', 'call', 'selfie', 'sunday', 'wonder', 'team', 'city']"
brit award,negative,"['london', 'studio', 'tomorrow', 'morning', 'hope', 'one', 'mention', 'brit', 'award', 'error']"
hulk hogan,negative,"['hulk', 'hogan', 'pick', 'wrong', 'time', 'as', 'class', 'wwe', 'wrestler', 'die', 'like', 'fly', 'around', 'zapper']"
jay-z,positive,"['crazy', 'love', 'beyonce', 'feat', 'uk', 'chart', 'august']"
israel,positive,"['happy', 'birthday', 'israel', 'may', 'live', 'good', 'health', 'great', 'wisdom']"
shawn,positive,"['shawn', 'one', 'rly', 'hot', 'give', 'u']"
zac brown band,positive,"['two', 'ticket', 'see', 'zac', 'brown', 'band', 'friday', 'september', 'anybody', 'interested', 'like', 'comment']"
ipad,positive,"['think', 'know', 'couple', 'hour', 'may', 'one', 'step', 'closer', 'obsolescence', 'outpace', 'giant', 'ipad']"
sony,negative,"['major', 'problem', 'sony', 'probably', 'upload', 'tonight', 'promise', 'tomorrow', 'though']"
conor mcgregor,positive,"['conor', 'mcgregor', 'already', 'favorite', 'lead', 'fight', 'december', 'feel', 'odds', 'fluctuate', 'quite', 'bit']"
boko haram,negative,"['negotiation', 'boko', 'haram', 'may', 'good', 'idea', 'spark', 'uprising', 'part', 'country']"
dunkin,positive,"['already', 'look', 'forward', 'get', 'dunkin', 'tomorrow', 'go', 'run', 'hour', 'sleep']"
game of thrones,positive,"['remember', 'game', 'throne', 'tv', 'sa', 'time', 'america', 'forget', 'poverty', 'world', 'country', 'week']"
welbeck,positive,"['good', 'night', 'boy', 'tonight', 'welbeck', 'score', 'chamberlain', 'play', 'well', 'chamber', 'make', 'start']"
kpop,positive,"['event', 'kpop', 'fun', 'run', 'party', 'september', 'quirino', 'grandstand', 'gate', 'open', 'experience', 'outdoor']"
red sox,negative,"['need', 'run', 'andrew', 'miller', 'hat', 'red', 'sox', 'come']"
sharknado,negative,"['believe', 'people', 'really', 'like', 'sharknado', 'enough', 'make', 'part', 'stupid']"
lady gaga,positive,"['sorry', 'sleep', 'tomorrow', 'day', 'lady', 'gaga']"
taylor swift,positive,"['professor', 'high', 'fived', 'let', 'know', 'skip', 'class', 'tomorrow', 'taylor', 'swift', 'concert']"
charlie hebdo,negative,"['photo', 'january', 'charlie', 'hebdo', 'paris', 'look', 'like', 'moment']"
niall,positive,"['tomorrow', 'layout', 'hopefully', 'consist', 'selfie', 'niall', 'otra', 'firework', 'finger', 'cross', 'people']"
scott walker,negative,"['well', 'embarrassing', 'scott', 'walker', 'birthright', 'citizenship', 'via']"
gay,negative,"['kim', 'davis', 'ky', 'clerk', 'block', 'gay', 'marriage', 'hold', 'cmpt', 'state', 'employee', 'break', 'law', 'fun', 'prison', 'may', 'u', 'find', 'nice', 'woman']"
ed sheeran,positive,"['ed', 'sheeran', 'song', 'class', 'cancel', 'tomorrow']"
twilight,positive,"['wanna', 'watch', 'twilight', 'movie', 'tomorrow']"
amy schumer,negative,"['warning', 'may', 'safe', 'work', 'mojo', 'ac', 'find', 'new', 'amy', 'schumer', 'leak', 'nude']"
lexus,positive,"['lexus', 'new', 'hoverboard', 'launch', 'incredible', 'video', 'thanks', 'mate']"
amazon prime,positive,"['relate', 'spending', 'saturday', 'watch', 'original', 'man', 'u', 'n', 'c', 'l', 'e', 'amazon', 'prime', 'do']"
sharknado,positive,"['watch', 'original', 'sharknado', 'prepping', 'tomorrow']"
john cena,negative,"['well', 'go', 'john', 'cena', 'inspire', 'people', 'kill', 'may', 'review', 'show']"
kendrick,positive,"['kendrick', 'term', 'lyric', 'well', 'know', 'could', 'get', 'good', 'production']"
david beckham,positive,"['david', 'beckham', 'best', 'player', 'world', 'play', 'one', 'big', 'club', 'lot', 'context']"
seinfeld,positive,"['happy', 'birthday', 'wayne', 'knight', 'aka', 'newman', 'seinfeld', 'also', 'play', 'officer', 'rock']"
erdogan,negative,"['erdogan', 'may', 'take', 'push', 'power', 'whole', 'new', 'level', 'draw', 'u', 'nato', 'game']"
prince george,positive,"['nooww', 'september', 'still', 'schedule', 'prince', 'george', 'good']"
israel,negative,"['fun', 'fact', 'may', 'hear', 'amid', 'recent', 'consternation', 'ngo', 'bill', 'even', 'reach', 'parliament']"
big brother,positive,"['tomorrow', 'w', 'info', 'session', 'learn', 'big', 'brother', 'experience', 'make', 'impact']"
justin bieber,positive,"['see', 'justin', 'bieber', 'july', 'best', 'friend']"
ice cube,positive,"['may', 'unpopular', 'opinion', 'ice', 'cube', 'one', 'lyric']"
shawn,positive,"['upset', 'shawn', 'go', 'hour', 'tomorrow', 'go', 'school', 'night']"
game of thrones,positive,"['get', 'back', 'day', 'day', 'northwestern', 'hope', 'enough', 'time', 'binge', 'watch', 'game', 'throne']"
kunle afolayan,positive,"['kunle', 'afolayan', 'raise', 'bar', 'another', 'level', 'october', 'sure', 'many', 'meet', 'raise', 'bar', 'nigeria']"
frank gifford,positive,"['sad', 'shocking', 'day', 'football', 'may', 'frank', 'gifford', 'remember', 'always', 'forever', 'rip']"
david wright,positive,"['daughter', 'beg', 'take', 'david', 'game', 'back', 'philly', 'guess', 'look', 'like', 'quite', 'bad', 'dad', 'mets', 'hr', 'inc', 'dw']"
ipad,positive,"['new', 'ipad', 'come', 'may', 'able', 'snag', 'old', 'ipad', 'decent', 'price']"
foo fighters,positive,"['people', 'look', 'forward', 'foo', 'fighter', 'tomorrow', 'fact', 'birthday']"
zayn,positive,"['stans', 'gonna', 'blame', 'zayn', 'wait']"
dana white,negative,"['regardless', 'may', 'say', 'former', 'boxer', 'smash', 'big', 'star', 'last', 'night', 'dana', 'bad', 'nightmare']"
kane,negative,"['really', 'hope', 'stay', 'even', 'kane', 'dy', 'exhaustion', 'november']"
seinfeld,positive,"['seinfeld', 'fan', 'get', 'winner', 'little', 'jerry', 'win', 'thriller']"
kurt cobain,positive,"['friday', 'courtney', 'love', 'post', 'nostalgic', 'image', 'kurt', 'cobain', 'daughter', 'france', 'bean']"
josh hamilton,positive,"['josh', 'hamilton', 'hit', 'run', 'homer', 'break', 'tie', 'w', 'sf']"
valentine,positive,"['wanna', 'hang', 'day', 'bc', 'birthday', 'wanna', 'party']"
venice beach,positive,"['video', 'check', 'topless', 'protestors', 'march', 'venice', 'beach', 'kick', 'gender', 'inequality']"
donald trump,negative,"['prayer', 'request', 'sunday', 'mass', 'god', 'please', 'allow', 'donald', 'trump', 'win', 'presidency', 'go', 'hell', 'alone']"
national hot dog day,positive,"['national', 'hot', 'dog', 'day', 'tomorrow', 'july', 'take', 'care', 'business', 'like', 'little', 'tyke', 'love', 'kid']"
milan,negative,"['berlusconi', 'impress', 'position', 'milan', 'table', 'expect', 'place', 'least']"
dustin johnson,positive,"['dustin', 'johnson', 'set', 'pace', 'hope', 'wait', 'least', 'sunday', 'implode']"
michelle obama,positive,"['michelle', 'obama', 'sytycd', 'crew', 'dance', 'white', 'house', 'today', 'cuz', 'may', 'join']"
star wars day,positive,"['find', 'today', 'sister', 'also', 'security', 'concern', 'huge', 'theater', 'star', 'war', 'day', 'may', 'time', 'scout', 'new', 'spot']"
galaxy note,positive,"['recommend', 'verizon', 'begin', 'ship', 'galaxy', 'note', 'start', 'tomorrow', 'samsung', 'g']"
john kasich,positive,"['miss', 'town', 'hall', 'presidential', 'candidate', 'john', 'kasich', 'july', 'click', 'detail']"
ant-man,positive,"['little', 'busy', 'lately', 'get', 'see', 'oh', 'child', 'west', 'st', 'warren']"
chelsea,positive,"['jose', 'mourinho', 'may', 'enjoy', 'much', 'success', 'chelsea', 'add', 'personal', 'trophy']"
jurassic world,positive,"['endorse', 'film', 'jurassic', 'world', 'see', 'lawn', 'lumen', 'theater', 'friday', 'saturday']"
carly fiorina,positive,"['lean', 'scott', 'walker', 'actually', 'like', 'carly', 'fiorina', 'ted', 'cruz', 'would', 'albeit', 'top', 'personality']"
national ice cream day,positive,"['enjoy', 'summer', 'celebrate', 'national', 'ice', 'cream', 'day', 'sunday', 'visit', 'honey', 'cup', 'channel', 'islands', 'harbor']"
ira,negative,"['adams', 'mcguinness', 'feel', 'oblige', 'defend', 'slab', 'keep', 'ira', 'men', 'onside', 'shudder', 'think', 'obligation', 'may', 'power']"
u2,positive,"['brother', 'men', 'preach', 'every', 'sunday', 'deserve', 'great', 'day', 'rest', 'afterwards']"
kane,positive,"['really', 'hop', 'one', 'team', 'call', 'trading', 'kane', 'sure', 'enough', 'room', 'chance']"
dunkin,positive,"['go', 'dunkin', 'tomorrow', 'coffee', 'ill', 'buy', 'bagel', 'toast']"
muslims,positive,"['may', 'allah', 'bring', 'end', 'suffering', 'syrian', 'especially', 'suffer', 'muslim']"
eid,positive,"['allahu', 'akbar', 'happy', 'eid', 'may', 'every', 'year', 'find', 'good', 'health']"
paul mccartney,positive,"['get', 'email', 'paul', 'mccartney', 'playing', 'joe', 'louis', 'october', 'texts', 'mom', 'u', 'go', 'paul', 'mccartney', 'concert']"
jason aldean,positive,"['jason', 'aldean', 'best', 'concet', 'summer', 'straight', 'year']"
frank gifford,positive,"['frank', 'gifford', 'al', 'michael', 'voice', 'hear', 'think', 'monday', 'night', 'football']"
floyd mayweather,positive,"['saw', 'floyd', 'mayweather', 'fashion', 'show', 'like', 'love', 'money', 'may', 'like', 'thanks', 'appreciate', 'lol']"
ed sheeran,positive,"['may', 'john', 'legend', 'give', 'ed', 'sheeran', 'love', 'till', 'seventy']"
chris evans,positive,"['check', 'super', 'paint', 'party', 'tfi', 'friday', 'presenter', 'chris', 'evans']"
galatasaray,negative,"['fav', 'wait', 'prandelli', 'leave', 'galatasaray', 'lose', 'fenerbahce', 'saturday']"
