label,tweet
positive,"@thewovenword ....is @ericwfoster going as that ""Upwards Kid"" that he played so well on Sunday night??!! ....with his prop/friend, ""Adidas""?"
neutral,Senior ads and quotes for the Yearbook are due TOMORROW!
neutral,Getting my vans either Thursday or Friday for the game
neutral,@YungToneWorld #FLEXTHURSDAY !! DIS THURSDAY!!!!!wit @FLEXCREWgotti @DA CROWS NEST WE CALLN OUT DA WHOL SOUF KUM KICK it Wit #Flex
neutral,@InVinceAble_45 Yeah with Miss May I too. It's on the 1st at Backstage Live
negative,@Andrew_Heaton I think we need 3 first XI ready players in January. That's a huge ask unless you're prepared to overpay
neutral,Jennifer Aniston shows she's Prada her figure at fashion bash - The Sun: The SunJennifer Aniston shows she's Pra... http://t.co/q42IDY8U
negative,Rudd rains on Abbott's parade: KEVIN Rudd may be trying to spoil Julia Gillard's party but yesterday he gate-cra... http://t.co/h8wJi814
positive,@tokyoeyepatch But trust a DJ who's giving away TRIKSTA - all about N.O. rap scene [Choppa] on Gumbo Monday 7PM #fundingdrive2012! Bounce!
neutral,"Interview on Monday, a call back tomorrow, and Vans is really interested into me? I don't know why you guys say it's so hard to get a job"
neutral,the games i ordered that came out Tuesday were going to shipped from NJ so safe to say i'll be waiting a bit more till they get shipped.
positive,Proud of my Mom for all her hard work with Best Business Strategies to get President's Circle in Sage 50 for the 2nd year in a row! Wooooo!
neutral,"Brit Award winning pop-star Mika is set to return with his brand new album The Origin of Love, released on Island Records on September 16."
positive,"@surface @microsoftstore #Surface the Florida Mall, Orlando, FL is the closest $MSFT store to me. ;-) can't wait to be there tomorrow!"
neutral,"@BarDownBombs I grew up in Alsip, oak lawn is like my 2nd home. Reason for the city is wifes job at (cont) http://t.co/IsFZAuVh"
neutral,"Jayalalithaa sets rules for party posters: Cracking the whip, chief minister J Jayalalithaa on Saturday is... http://t.co/nBNj9nl0 #news"
neutral,Elimination Chamber is going to be in St. Louis May 19th.. I have to go.
neutral,Pics: The KBC episode on Sony on November 4.  a treat for all the Big B and SRK fans. http://t.co/xyQSL2ym @yashchoprafilm #fb
neutral,CJ AND KRECKMAN WEDNESDAY: The guys are at Stoney's getting ready for the Nuggets season opener. Altitude's Chris... http://t.co/99YMGeIu
neutral,If you are attending the Sustainable Brands London Conference in November please let us know! http://t.co/ivyPY1Jj #SBLondon #LinkedIn
neutral,Just witnessed the 1st ever black king of Endymion
neutral,@bloodbubble im going to Bali tomorrow for the weekend for office retreat
positive,"Kerri will be helping out the families in Long Beach tomorrow.  If anyone has water, clothes, non perishables,... http://t.co/pZAo4g2q"
negative,"Why these mfs jus blastin ""Rella"" like itz the hood on Saturday N shit lolz smh"
positive,Lovely day in Edmonton. Game cancelled today. Looking forward to tomorrow. http://t.co/ifhq65JU
positive,@barrykidney @wanepillow great idea. BUT I'm still working on the alternate remixes for the 1st 'Jackie O' LP.
positive,@patrishuhx7 I have English tomorrow but it honestly doesn't bother me for some reason. Rella always makes my day. Don't ask
neutral,"@SuperEmz_3 you may already be aware, but Alan Rickman is in a film called Gambit that's coming out soon."
neutral,Championship Thurs @ Blue Raider Hoop camp today!!! Closing ceremonies @ 3:45 in Murphy Center!!! Autographs with all players!
positive,Lots of fun this weekend.  We're at the Mardis Gras casino Friday night from 8 to midnight.  Then on Sunday... http://t.co/gt0CzhjJ
positive,I'm just looking forward to the Knicks verse Nets game on Thursday! Carmelo Anthony verse Deron Williams my two favorite players!
neutral,Springsteen is here Sat but if that's not your thing Rick Ross will be in Lexington the same night at @Rupp_Arena http://t.co/7SX6vy0r
neutral,"@AndrewPeterson Yes, yes, but what you see in the Finder is file directory data that points to your actual files. The file may still exist."
neutral,IOC mulls Armstrong bronze - SBS: The International Olympic Committee (IOC) on Thursday said it had ... http://t.co/tIKEuaAh #london2012
positive,"Join us this Sunday on the Terrace.... we're taking it deep all the way :-) Filthy Rich, Deeafro, Rob Maynard, Dj... http://t.co/kRph98qL"
positive,Iam not sure if #Reggie realizes this but statistically Gary Carter is the 4th greatest catcher in the 100+ years of baseball #8 #kid #lgm
negative,They stop filming 'The Butler' tomorrow. AND I STILL HAVEN'T FOUND ALAN RICKMAN!!!!   -explanation- he's been filming that movie here in La
neutral,"October 27, completes the its 61 years Kenneth ""KK"" Downing Jr., Guitarist in the British heavy metal band JUDAS PRIEST http://t.co/d1udRZhg"
negative,"just watched ""Project X"" for the 1st time, im unamazed.. y'all hyped it WAY PAST what it was.."
neutral,Capricorn rules the 10th Zodiac house in sidereal Astrology. Practical. Leaders. Make things happen.. Managers. http://t.co/cRqldBRq
neutral,"Exhausted but buzzing after day 1 of #yalta2012. Need sleep, vitali klitschko speaks tomorrow, might challenge him to an arm wrestle..."
positive,Talkin with Procter&amp;Gamble sound like its the move to make..but well see come Thursday for this career fair
negative,1st of all in my world theres only Good n evil! Real ppl n fake mf's!This is why I really feel JLin won't make it!Not durable like Yao Ming!
neutral,Just found out ill be playing at the same tournament with UT as my brother with his h.s. in february in new orleans during mardis gras.
positive,@ksorbs I am hoping we will rise up again. And make tomorrow a better day! Hercules for President!
neutral,"@_patrickrath the pieces that made the Fall show will be posted on the MPAC FB page, Twitter &amp; posted up in the Murphy Center tomorrow!"
neutral,Westbound into the U.S.- ongoing bridge inspection- construction - may be delays - Eastbound into Canada- Trucks 20 minute delay-cars clear
neutral,"Here is a message from senator with info that may help, Dear Friend: I am writing because you have corresponded... http://t.co/WFkW4zUm"
positive,"Exhausted after a long day at WPPI, but ready to do it again tomorrow!"
negative,"interview at KFC tomorrow, how the fuck I'm going to understand a single work said idek, i hardly understood the interview set up"
neutral,VERY SOON Police marching Towards the Crowd  #Ramdev supporters start march towards Ramlila maidan  #likeaboss
positive,"Just finished watching ""The Bounty Hunter"", Gerald Butler &amp; Jennifer Aniston. Checking it out for the 2nd time around. Funny!"
positive,"Interresting to read, except if you work for RIM or Microsoft (but it may change soon) : The Mobile Industry in Numbers http://t.co/VvALMyIk"
positive,"@SteljesBusiness Ah, maybe you also prefer Zulu. Thanks, no relation! But where, Exeter? Btw the 4th emergency service is the Coastguard."
negative,Navi rabbit in for spay on Tues and she's just had a phantom pregnancy. What timing. This means day of BunWatch and Raspberry Pi. No City :(
neutral,Thursday night adventures... (@ Brooklyn Bowl for Maya Rudolph Performing the Music of Prince and ?uestlove to Follow) http://t.co/GQRlUKIB
positive,"@NJHoranHugs Haha, I hardly knew about them and one day I was at her house and she sat me down and made me watch the Brit Awards with her :)"
neutral,Who's running the StrattonFaxon 20K in New Haven CT on Monday?
neutral,"I'm going to Richie Hawtin at Buffalo in New York, NY - Oct 29 http://t.co/5ToaRI2e"
positive,On the plus side @mytigermytiming have a gig on Saturday night at the Lexington - come along :)
neutral,@_TweetinAssNupe well when you get off come on and tomorrow you have to be @ the murphy center tomorrow @ 11 am!! be on time please
neutral,"@JKashInfluence injures Borderland,taking him out of the PPV.Who will replace him in the Elimination Chamber match? Watch Asylum this Sunday"
neutral,@SeoulSausage When do you plan on coming down to the LONG BEACH or the O.C. area? Los Alamitos has a food truck fair on thursday nights.
neutral,"Tmr is Saturday . Tmr is Duels Official Bars and Bloodshed Rap Battle ! To whoevers down , i shall see you there . http://t.co/BSpejC6l"
neutral,"It's known, if you were born in November, your parents were getting it in on valentine day!"
neutral,@MrBButterfield What is a tree's favourite day of the Christian calendar? Ash Wednesday #LOLLE
neutral,Tuesday is my Sixteen hour day and I'm still up...
positive,"Let the good times roll! Tomorrow is Mardis Gras at St. Philip's, with the Bob DeAngelis Dixieland Band and gumbo lunch. Join us at 10:30!"
neutral,@tiffzero Hey got your tix for Looper on Wed :) it's 630 at Sylvia Park - do you work in town?
neutral,"2nd movie for the night - Ghost Rider :"") #nowwatching ~"
neutral,@eczemasupport We usually get President's Day in February before 2 wks for Spring Break in March. That'll be it til May 31 for Summer Break.
neutral,"I have one spare VIP meal ticket to QPR v Reading at noon on Sunday needing an owner .3 course meal,wine,fancy seat etc ..anyone fancy it ?"
positive,Catholics tomorrow is the Holy Day of All Saints many many gave their lives for Jesus and the church. All the Saints defended the church!!
neutral,"Only 2 spots left for Standard First Aid with CPR C! November 5 &amp; 6, 4pm-10pm in Centretown. Contact Centretown... http://t.co/EFpmICpT"
negative,Shit's going down this Sat. at Neighborhood Theatre #DROP!THARD
neutral,"@ElizeViola Oh, I got ham. And I ate Reggie's ham. And I ate Brian's ham. Tomorrow I'm getting more bc my dad said he's going to the store!"
positive,@Shabelyyy Aki ta junior saying he inviting Max tomorrow lol to chill in the house
neutral,Postage for O. Henry stamp unveiled: The U.S. Postal Service on Monday unveiled the stamp commemorating the life of... http://t.co/lqvQNACh
negative,@DJmizuhara right! Where is the 2nd Vita heaven? Vita is a zombie right now. Maybe Sony is busy on the PS4 and just forgot about the Vita.
neutral,Heading to Crows Nest on Sunday to cover Ray White's celebrations for 110 years in the business of real estate.
positive,Pancakes were delicious and everything's perfect. Now off to sleep and then tomorrow it's gonna be Ascot all day long.
positive,TY for making me a woman!!!! @EstelleDarlings said at constitution hall Saturday dont EVER EVER EVER EVER let someone make u feel like shit
positive,Finding out that its national margarita day on a Thursday this year just made having no class on Friday thaaaat much better #excited
positive,"I'm so happy for @CassadeePope :) she is finally showing the world what she gots! Blake, Hey Monday, and now just CASSADEE POPE! &lt;3"
positive,"Just been to @RSPCAYORK with @mrsiveson for 1st time since Blake. Walked Reggie &amp; Anna, 2 really sweet dogs."
neutral,Delhi braces for another Ramdev protest: New Delhi : Final touches were being given Wednesday at the Ramlila gro... http://t.co/veCIuLYg
negative,"it's ages since I had KFC, well apart from the mush in a bun that passed as breakfast last SUnday, that doesn't count though"
neutral,Boateng put through his own net in the dying seconds to hand Bayer Leverkusen a 2-1 victory on Sunday evening... http://t.co/hIXmqOqS
neutral,Diet starts Monday when I wake up. Ends the same day. Always happens
positive,"Effat University wins the 1st ""P&amp;G's University Challenge"" at the Procter and Gamble's university competition. http://t.co/XNQlMuVu"
positive,Don't worry edmonton tomorrow morning your main streets will be clear and ready for you to drive on !!!! I better go to Bed
neutral,@AnaBanana12 do you like @OurNameIsFun? Presale is tomorrow for Jan 31st show at DAR Constitution Hall.
neutral,I just signed up for a FLASH MOB AMERICA flash mob in Long Beach Dec 1! Who's coming w/ me? http://t.co/FdBV2RDJ via @flashmobamerica
neutral,"#Personally I watch #ExtraTime on SS4 with @robertmarawa Mondays top class analysis who knows may the entire SA&lt;lol&gt; RT"" @Mindlos_Khafu"
neutral,Because Sunday just screams Pancake Day
positive,Free dinner for everyone in highschool In Edmonton at Rahma mosque Saturday night @ 7 its going to be fun   :)
positive,Get ready for the Peanut Butter and Jams sponsored party at Santos Party House THIS Saturday!  Good looks... http://t.co/BAqzdcLf
neutral,"Just got Bel Ami from the Redbox....so that is what I will watching tonight, or tomorrow."
neutral,"CLT20 I am willing to bat at any number, says Rahane - MUMBAI: Ajinkya Rahane on Thursday insisted he does not have ... http://t.co/2VeFbzAJ"
neutral,"Kapal-Laut opens a new shop at 3rd floor beachwalk Bali, the heart of tourism in Bali. @KapalLautBali http://t.co/vkNybXQc"
positive,Come to MTSU Football Fan Day tomorrow from 2-4 PM at Murphy Center! Meet the team for autographs and enjoy hotdogs and drinks!
positive,@thatkid193 im a JR Smith fan hes super athletic so i kind of want him shooting with the 2nd unit him novak kidd camby nd white or thomas
